,,,
-67,,,
-67,,,Kd=0.041
-64,,,
-54,,,
-41,,,
-29,,,
-16,,,
-3,,,
9,,,
21,,,
32,,,
34,,,
29,,,
23,,,
17,,,
12,,,
8,,,
7,,,
7,,,
7,,,
7,,,
7,,,
7,,,
7,,,
7,,,
7,,,
7,,,
7,,,
7,,,
7,,,
7,,,
7,,,
7,,,
7,,,
7,,,
7,,,
7,,,
7,,,
7,,,
7,,,
7,,,
7,,,
7,,,
